,Bank_Name,Bank_Type,Location,Bank_Caption,User_Name,Bank_Rating,Rating_Comment,User_Comment
7973,review,Consumer Durable, mysore,"""Easy to purchase""",GURUPRASAD  S,5.0,Blown,"                              I had a consumer durable loan with Bajaj Finserv. It helps me to purchase Sony TV, Fridge, washing machine and etc. Only am running a loan for TV and rest has been completed. I never contacted the customer care and the procedure will be completed by the showroom itself. They have given 0% interest rate with very minimum processing fee of Rs.250."
7975,RBL Bank,Credit Card, mysore,"""Excellent card""",GP,5.0,Blown,"                              RBL is tied up with Bajaj Finserv, I have a super card with me. I can link that card to this one and can convert the payment into EMI without any interest rate which is the best part. The total limit will be reduced from Bajaj card and only need to pay the processing fee. I have done EMI conversion, the procedure is very simple and the charges are affordable.  I get offer for movie ticket bookings. "
7976,HDFC Bank,Credit Card, mysore,"""Should fulfill customer requirements""",GURU S,5.0,Blown,                              I have referred HDFC credit card to many of my friends and my friend got a more limit than me. I have been using Jet Privilege card and they are continuously calling me and offering me premium card but the thing is the address in the card is not changed. The one thing which am not happy with HDFC BANK is I have requested 4times to send a executive to change the address which was not happened even one executive guided me but I don't have time to visit the bank. Otherwise they are excellent. Once I have done EMI conversion and the charges are nominal and extra was around 2K for one year and the transactions was almost 21K.
7977,YES Bank,Credit Card, mysore,"""Good card""",GP,5.0,Blown,                              I get reward points for flight bookings on YES BANK creidt card also I used to get cash back and discounts on Makemytrip because I used to travel every month and its beneficial for me. I pay the bill on time so there was no issues. I never called the customer care and did not find any difficulty and inconvenience. They used to contact me for loans and etc. I am not using the card from last 7 to 8months. 
7978,HDFC Bank,Personal Loan, chennai,"""Need to decrease interest charges""",KOUSIGAN,1.0,Bad,                              I was applied for a personal loan with HDFC bank on a month before which was processed through an online. The loan amount was sufficient for the tenure period of 3 years. The rate of interest was high of 24% so due to this I have not process for further. 
7979,Karnataka Bank,Credit Card, mysore,"""Excellent & Convenient""",G S,5.0,Blown,"                              The thing is Karnataka Bank credit card has tied up with SBI so I will be getting the offers whatever SBI bank is offering to the customers. The credit limit is average and its fine. There is no annual fee, its a life free card. I get cash back for petrol filling and some."
7980,review,Saving Account, mysore,"""Customer friendly bank & Excellent""",GU ,5.0,Blown,                              I am working with Karnataka Bank and my salary account is with this bank for last 4.5 years. The best thing is that customer service is very good and they are helping the customer by providing doorstep service for document collection and everything . The only difference with my bank and HDFC BANK is customer shout visit the bank for authentication purpose as per RBL guidelines which is not required with HDFC.
7981,HDFC Bank,Personal Loan, mysore,"""Excellent""",GURU ,5.0,Blown,                              The documentation process was very smooth with HDFC BANK and they have sanctioned my loan on time. The rate of interest is slightly higher than other banks. The processing fee is included. The loan duration is 4 years. The partial payment charges was not disclosed to me but I know charges are applicable for pre closure.
7982,LIC,Life Insurance, dibrugarh,"""Good""",KAN,3.0,Satisfactory,                              I have taken a life insurance in LIC on 10 years before. The policy is for 30 years. I am paying premium in the half yearly package. While getting a policy my agent has given an information about the policy details. I use to do payment through an online.  
7983,IndusInd Bank,Personal Loan, pune,"""Need proper service""",NISHA  ,1.0,Bad,                              I have completed the form for personal loan application through online then they have fixed me an appointment for document collection. But I did not receive any call from Indusind Bank and nobody turned up to pick my documents which am not satisfied. I would suggest them to improve the service.
7984,HDFC Bank,Personal Loan, noida,"""They need to recomfirm the details with the customer""",SANYAM ,3.0,Satisfactory,"                              When i applied the loan, they have not done any follow up and i didn't receive any call and no people came to collect the documents but they have automatically closed the application from bank. Since HDFC is a repeated bank and the service will be prompt hence i have selected the same. I have applied the loan amount of Rs. 3.1 lakhs. "
7985,HDFC Bank,Personal Loan, dibrugarh,"""Need to decrease interest charges""",SANJEEV ,3.0,Satisfactory,                              I was applied for a personal loan with HDFC bank on 2 months before which was applied through an online. Their service is good. The rate of interest was high of 12%. I got a call from bank on time for verification process. Myself closed the loan process due to high interest. 
7986,IndusInd Bank,Credit Card, new,"""Good""",R,3.0,Satisfactory,"                              I have received my INDUSIND BANK PLATINUM AURA EDGE MASTER CARD. I had received the card on time but I have not received the PIN yet. They have given very low credit limit, I was expecting at least 1-1.5 lakhs. Annual fee is Rs. 499. Their service is ok."
7987,HDFC Bank,Personal Loan, chennai,"""Good """,KUMAR   ,3.0,Satisfactory,                              I have applied for 2.5L with HDFC BANK through online channel but they said could approve only 90K hence I have informed them to cancel this personal loan. They have explained me about the rate of interest and have not provided any documents. 
7989,IndusInd Bank,Credit Card, pune,"""Not satisfied""",S,1.0,Bad,                              I had applied INDUSIND BANK PLATINUM AURA EDGE MASTER CARD. I submitted my documents to their executive. When I applied the card they told me that it is lifetime free card. After I received the card Indusind Bank executive called and told me that annual fee is chargeable. I am not happy with their services. 
7992,Fullerton,Personal Loan, chennai,"""Excellen loan service""",  DUPPETI,5.0,Blown,"                              I got the loan within 1 day in Fullerton and they have helped me in a crises. Compared to banks, the tenure period is low and the interest rates are high. I have uploaded the documents through online which is a paperless approval. I have chosen the tenure period of 36 months. I'm planning to pre-close the loan and the charges are 2%. "
7993,ICICI Bank,Personal Loan, chennai,"""Grateful staffs in ICICI""",DEEPAK  ,5.0,Blown,"                              My loan process was very fast in ICICI. They said its a paperless approval but the executive came to my place and collected all my documents. The employee in HDFC is very helpful and if i have doubt, they will clarify through phone. The interest rates are nominal in ICICI."
7995,review,Other Loan, bangalore,"""They have to improve so much things""",ANONYMS,3.5,Pretty,"                              When i was using the credit card, that time they are charging me 4% from transferring the money from credit card to my account. I used to do so much transactions like gas bill booking, recharges and making the payment on hotels and tea shops where the QR code is available. "
7996,ICICI Bank,Saving Account, bangalore,"""Good Account""",ANONYMS,4.0,Great,"                              11 years back, opened my savings account from ICICI. Earlier it was a zero balance account and after that they have changed the same. After some time, they have asked me to maintain a minimum balance of Rs. 5000. I have closed the account already. The branch experience is fine and fast. They have opened the account within 30 minutes. "
7997,HDFC Bank,Saving Account, bangalore,"""Very Good bank""",ANONYMS,5.0,Blown,"                              I had opened the account from HDFC and i have hold 11 years ago but I'm not doing any transactions on this account. I need to maintain a minimum balance of Rs. 10000. I have visited their branch to opened the account and i have waited for almost 2 hours in their branch. If they are reducing the minimum balance charges, it would be fine. They won't charge anything extra from customer."
7998,Kotak,Saving Account, bangalore,"""Good Account""",ANONYMS,4.0,Great,"                              3 years before, i have opened the savings account from Kotak Mahindra bank. I have to maintain a minimum balance of Rs. 500. Their Internet banking and mobile app is really good. In online, i opened the account and within 1 working day, they have sent me everything like cheque book, passbook and debit card. "
7999,SBI,Saving Account, bangalore,"""Good bank in India""",ANONYMS,3.5,Pretty,"                              Its been almost 7 years, since i hold a salary account from SBI. Per month, my transaction in SBI is almost Rs. 1 lakhs. There is no minimum balance is required. Their customer care service is worst because even though i have waited for 12.5 hours, my issue has not been rectified. For the transferring the money, they charging Rs. 2.50 for per below Rs. 1000 transactions. "
8000,HDFC Ergo,Two Wheeler, bangalore,"""They need to send reminder to customer""",ANONYMS,5.0,Blown,"                              Within 2 hours, they have processed my claim but the provided claim amount is less. I got the claim upto 60%. I have bonding with HDFC hence i have taken the two wheeler insurance policy from HDFC Ergo. I am paying the premium amount of Rs. 1700 and they are not sending any reminder calls or message to renew the policy every year."
8001,ICICI Lombard,Two Wheeler, bangalore,"""Yet to explore the policy. """,ANONYMS,5.0,Blown,"                              From ICICI, they have given me a two wheeler loan hence they have given me a vehicle insurance also from the same company. I have been paying the premium amount of Rs. 3000 approximately. 1 month ago, i have renewed the policy but still i haven't received the documents. I have not approached any claim till now. "
8002,review,Consumer Durable, bangalore,"""Good thing in Consumer durable loan""",ANONYMS,4.0,Great,"                              HDFC Consumer durable loan manager is friend of mine hence i bought a new I phone mobile from them. Its a easy and durable loan. For purchasing the iphone, i got the loan amount of Rs. 1.15 lakhs but i have made the payment of Rs. 30000. I have made the EMI of Rs. 6587 every month for the tenure period of 12 months. "
8003,IndusInd Bank,Credit Card, bangalore,"""Everything is worst in Indusind""",ANONYMS,1.0,Bad,                              Credit limit is very low in my Indusind bank credit card. They are charging me unnecessary charges. They only put the interest rate and they will informed about the over limit charges because i won't receive any message regarding the outstanding amount when i swipe the card. Before due date itself i used to receive 30 + more calls to asked me about the payment. 
8004,RBL Bank,Credit Card, bangalore,"""Everything is worst in RBL""",R V ,1.0,Bad,"                              RBL people simply putting extra charges to the customer in their credit card. In RBL, they are not picking the call in customer care even though i waited in the call for 1 hour. I have been using the RBL card for almost 2 years. I am using this card for more than 3 years. "
8005,IndusInd Bank,Credit Card, bangalore,"""Need to be easy to use an EMI option """,RAHUL ,5.0,Blown,                              Through an online I have applied for a credit card with INDUSIND bank on 2 months before which was processed through an online. Almost took a month to get a card. The credit limit is sufficient to use. It is an annual fee chargeable of 1000 rupees and it will be waiver off for a certain amount use within a year. EMI option is applicable but to process there is no option for that in mobile app and net banking as well. I use for travel and shopping purposes. 
8006,review,Loan Against, chennai,"""Worst Service ever""",Mugunthan,1.0,Bad,"                              I submitted the papers & cheque for processing charges on 23rd July. Even after 57 days, the process going on very slowly.!! The assigned representative has been changed 3 times & I didn't get any information. After continuous followup, the old representative will give another number. So I need to start follow the new rep for next 2 weeks. No response from recent representative.

Previously it was good & I took my first home loan in HDFC. Recently their service got worst."
8007,Tata capital,Personal Loan, faridabad,"""Need to improve customer service""",PRAVEEN  ,1.0,Bad,                              On 2 months before I was applied for a personal loan with TATA CAPITAL LIMITED through an online. The loan amount was sufficient for the tenure period of 3 years. The rate of interest was nominal. Then the loan process was closed from bank not intimate the reason.  
8008,HDFC Bank,Personal Loan, washim,"""Not satisfied""",DIPAK  ,1.0,Bad,                              HDFC BANK did not process my personal loan application on time when I applied it through online and they were taking so long which am not satisfied. I would suggest them to improve the service and the process to be faster. They did not reach me to pick up the documents.
8009,HDFC Bank,Credit Card, bangalore,"""Customer care is worst""",R V ,4.0,Great,"                              HDFC customer care service is very worst. If i ask any question to the executive, they will insult the customer. Last time they have disconnected the call almost 7 times. They won't answer properly and they will me check the statement regarding the Un-necessary charges. They won't update anything to the customer in stead of that they will ask the question to the customer. "
8010,HDFC Bank,Two Wheeler, bangalore,"""Good Loan """,RAJU  ,5.0,Blown,                              I already taken the two wheeler loan from HDFC and its cleared. Its easy option and quickly i got the loan hence i approached HDFC for my two wheeler loan. I had applied the loan amount of Rs. 50000 and i have made down payment of Rs. 20000.  I have paid the EMI amount of Rs. 3168. They have provided me a tenure period of 23 months. 
8011,HDFC Bank,Personal Loan, chennai,"""Good """,VENKATA   ,5.0,Blown,                               I have applied for 3L through online channel. My salary will not be credited into account so don't have proper payslip to process my personal loan further. HDFC BANK contacted me twice and have no issues with the bank side. The interest rate was not discussed.
8012,HDFC Bank,Personal Loan, bangalore,"""Good Service""",RAJU  ,5.0,Blown,                              HDFC has given me a very good service and they have processed the loan very fast and other than that i have been a customer of HDFC for past 5 years. They have disbursed the loan in 3 days. I had applied the loan amount of Rs. 1.5 lakhs and i haven't check about the interest rate. I have chosen the tenure period of 36 months. 
8013,review,Other Loan, bangalore,"""Good""",SH,4.0,Great,                              I am using Paytm application and it was good only. I can pay the money easily via mobile itself. It is been more than 4 years. I will be getting some discounts and cash back earlier and it has been stopped. I have done KYC and the procedure is easy.
8014,review,Other Loan, bangalore,"""Good """,ASHOK   ,5.0,Blown,"                              I have taken an insta loan from Kotak Mahindra Bank credit card and the processing time was very good. I got the amount of 31,000 and there was processing fee of Rs.775. The interest rate is 16% which they need to decrease but they are doing it very faster."
8015,Kotak,Credit Card, bangalore,"""Good """,A ROUT,5.0,Blown,                              I use Kotak PVR Platinum credit card for more than 3 years. There is an offer for free 2movie tickets but am not taking it. The credit limit is very low and they need to increase.  I have converted the payments into EMI and there is some interest plus processing fee which was higher but others are giving an option for no cost EMI.
8016,review,Saving Account, bangalore,"""Excellent bank""",RT,5.0,Blown,"                              YES BANK is doing good and am not using this account for more than 4 years. They have been charging penalty charges and when I contacted the customer service, they done a reversible and again reactivated the account. There is requirement for 10K as a minimum balance and will be continuing this account from next month."
8017,review,Saving Account, bangalore,"""Excellent bank""",AH,5.0,Blown,                              I have been doing only small transactions with UCO BANK and am not facing any issues and its convenient to access. I did not get a chance to call the customer service. Its been more than 4 years. There is requirement for average balance and using mobile app.
8018,HDFC Bank,Personal Loan, chennai,"""Good""",A,5.0,Blown,"                              I had applied for personal loan from HDFC Bank. As my credit score is low they had closed my application. I am satisfied with HDFC Bank's customer service, the field executive who came to collect the documents was also very good. Verification was hassle free."
8019,review,Credit Card, mumbai,"""Good""",RAVINDRA,5.0,Blown,                              I am holding a State Bank of India Credit card for the past 2-3 years. I am  really happy with the features of this card. Credit limit is also sufficient for me. Annual fee is chargeable. There is reward points and offers. Bill payment is very easy.
8020,Kotak,Saving Account, bangalore,"""Good""",A ,4.0,Great,                              I am getting response from customer support but they are providing false information which am not happy. I am having a salary account in Kotak Mahindra Bank for more than 5 years. I have no issues with the interest rate. ATM services are average. 
8021,IndusInd Bank,Credit Card, mumbai,"""Average""",R,3.0,Satisfactory,"                              I had applied INDUSIND BANK PLATINUM AURA EDGE MASTER CARD online. Credit limit is very low, I was expecting at least 1 lakh. It's a lifetime free credit card and I had received the card on time. There is no problem during verification and documentation. "
8022,HDFC Bank,Personal Loan, bangalore,"""Good """,ASHOK   ,4.0,Great,                              I am not satisfied with the rate of interest which was offered by HDFC BANK and also their executive did not came for verification. They have taken much longer time to sanction the personal loan. I did not get any confirmation regarding my loan.
8023,HDFC Bank,Personal Loan, bangalore,"""Need to imrpove customer  service""",SIDHARTH,1.0,Bad,                              I was applied for a personal loan with HDFC bank on 2 months before which was processed through an online. On time I received a call from bank and intimated to submit few documents once done for further I have not received any call from bank. The loan amount sufficient for the tenure period of 2 years. The rate of interest was 11-12%. From bank closed the loan. 
8024,IndusInd Bank,Credit Card, hyderabad,"""Good""",T,5.0,Blown,                              I received my INDUSIND BANK PLATINUM AURA EDGE MASTER CARD. I had received the card on time. They have given sufficient credit limit. It's a lifetime free credit card. I have started using the card but have not received offers and reward points yet.
8025,review,Other Loan, gurgaon,"""Not at all good to use""",USER,3.0,Satisfactory,"                              I am not satisfied with Airtel Payment and its not useful for customer's. I just do booking for a cylinder and its been couple of years. I have a money in my wallet and I could use only for recharges, booking cylinder and not much, not even booking food at Zomato also"
8026,HDFC Bank,Personal Loan, ranchi,"""Faster approval""",MU ,4.0,Great,"                              I have taken a personal loan with HDFC BANK before 6 years. The rate of interest is nominal at that time. My loan is completed and got NOC letter without any issues. They have sanctioned me 2L and the processing was applicable. The documentation process was simpler, only they collected 2 passport size photos and 3months pay slip and bank statements."
8027,HDFC Bank,Credit Card, ranchi,"""Better card""",MH,5.0,Blown,"                              I got a HDFC BANK Diners Club credit card which am using it for past 7 to 8 years. They are giving more offers but am not utilizing it. The credit limit is okay. Their customer service is very good. The annual fee is zero. I use this card for all purpose like shopping, petrol, etc."
8028,HDFC Bank,Saving Account, ranchi,"""Best bank""",KR,5.0,Blown,"                              I am holding a savings account with HDFC BANK and I was using it as a salary account for past 10 years till 2018 and they are good in all aspects like debit card, credit card, demat account, etc. There is no requirement for minimum balance till now. "
8029,IndusInd Bank,Credit Card, ranchi,"""Excellent card""", KUMAR  ,4.0,Great,                              I have taken a Indusind Bank Ltd credit card and the limit is also sufficient. They have provided me  as per my requirements. The annual fee is also zero. I am using the card for multi purpose and its been one year. The payment mode is easy for me and doing online.
8030,IndusInd Bank,Saving Account, ranchi,"""Good Bank""",M K,5.0,Blown,                              Indusind Bank is a good one and am using the salary account for almost one year. I am using the online app and its easy to operate. I got a debit card and credit card which is easy to do the transactions. ATM's are very limited which they need to increase.
8031,HDFC Bank,Personal Loan, ranchi,"""Average""",MUKESH  ,5.0,Blown,"                              The response was very good from HDFC BANK but till now, I don't have any requirements for a personal loan to process further. They did not tell me how much interest rate they are charging at present when I asked them which am not satisfactory. And told me to provide my payslip based on that they will fix the interest rate accordingly."
8032,review,Other Loan, gurgaon,"""Perfect""",RAUNA ,5.0,Blown,"                              Paytm is accessible in every shops, at petrol bunks, etc. I have been using this application since its new to the market. I don't have customer service experience. KYC has done by calling the executive. I don't prefer to carry cash or debit card with me generally used to take a cellphone alone with me so paytm is easy to use for me to do online transactions for a smoke or petrol bunks. They are charing 5% for money transfer and its okay as well but actually it shouldn't be."
8033,review,Other Loan, chennai,"""Good services""",A K ,5.0,Blown,"                              I have been using the paytm services for last 2 years. I am using the same for booking tickets, making bill payments, fund transfer facility and online shopping. I have got lots of cashback too. I never faced any issue so far. Paytm is a very convenient app to use because they are giving many offers to the customers."
8034,HDFC Bank,Credit Card, chennai,"""Poor service""",A K ,5.0,Blown,"                              I was holding the credit card from HDFC and they have provided me a credit limit of Rs. 40000 and i am not sure about the annual fee. 10 years ago, i bought the card but i didn't found any offers on that. When i am converting my purchase into EMI, they have charged me some extra amount. Since there is no need of credit card, i have closed the card. When i closed the card, i have cleared all the dues but still they are saying that i need to pay some amount. When i visit the branch, there is no response from them. "
8035,Iffco Tokio,Two Wheeler, gurgaon,"""So far good""",RA ,5.0,Blown,                              My bike is insured with Iffco Tokio after doing an online comparison and found the premium is lower than others. I have not gone for claims yet. I got the insurance paper through online. I opted a first party insurance and paid approx 2800 rupees for one year plan.
8036,SBI,Saving Account, chennai,"""Good Service""",ARUN  KUMAR,5.0,Blown,"                              My salary account has been opened in SBI and i hold this account for almost 10 years. I am using their Internet banking and mobile app both is fine to use. When i visited their branch, the response is nice. ATMs and branches are accessible in all the places. "
8037,HDFC Life,Life Insurance, gurgaon,"""People more aware of their offerings &its better than others""",USER,4.0,Great,"                              Basically I did not have any idea about the policy and it was just referred by a friend so have opted the policy, just for an investment perspective. I have received the insurance paper. Their executive explained me about the benefits. I pay 50K to 55K through online and tenure is 12 years."
8038,Bajaj Allianz,Two Wheeler, chennai,"""Good Insurance""",  KUMAR,5.0,Blown,"                              My two wheeler insurance has been purchased from Bajaj Allianz. When i bought the vehicle, i have got a insurance from the same company and I'm renewing with the same company. I have been paying the premium amount of Rs. 1100. I used to renew the policy through online. They are not providing any no claim bonus and As of now i have not applied for any claim."
8039,LIC,Life Insurance, gurgaon,"""They were trustful""",RAUNAK  ,5.0,Blown,                              I have 2insurances with LIC and am satisfied with the benefits what they are offering. The services are very transparent. I have taken a money back policy and other one is long term called Jeevan Anand of 15 years. I don't have any difficulty with the payment option. Am getting bonus every 4years once from money back plan.
8041,HDFC Bank,Personal Loan, chennai,"""Good service""",ARUN,3.0,Satisfactory,"                              I have received a promotional call from HDFC and i have selected them. I have applied the loan amount of Rs. 1 lakh and they have provided me a interest rate of 13.5% and they have not informed me about the processing me and they said after the time of loan eligibility, they will inform about the same. I have selected the tenure period of 1 year.  From the bank end, they have rejected the loan because i was using the HDFC credit card earlier, in that balance is pending. "
8044,Standard Chartered Bank,Credit Card, gurgaon,"""Increasing your ATM's man""",RAUNA ,5.0,Blown,"                              Standard Chartered Bank credit card is good and they also provided a nice credit limit. They keepon increasing the limit without any request which was really good. My wife is using the card for 8 to 9 years and there is annual fee but it will be waived off according to the certain limit. In these years, we have paid annual fee for once or twice. They are very transparent and best on the charges."
8045,American Express,Credit Card, gurgaon,"""Awesome credit limit & hassle free online transactions""",RR,5.0,Blown,                              Amex credit card is good and my wife is using it. She used to travel Abroad and its been much more helpful for her due to this reason she has opted for it. The credit limit is awesome and the customer service is very good. There is annual fee of around 4k to 5k.
8046,Fullerton,Personal Loan, bangalore,"""Average Loan""",SWAMY,5.0,Blown,"                              When i applied the personal loan from Fullerton, they have said that interest rate is 24%. I thought that the interest rate will be less in fullerton but the charges are high. I had applied the loan amount of Rs. 2.5 lakhs after seen the interest, i have rejected the loan from my end. "
8047,ICICI Bank,Credit Card, gurgaon,"""Doing good""",RK,4.0,Great,                              I am using ICICI CORAL credit card and it has buy1 get1 movie ticket offer but I never availed that. They have given a credit limit which was decent. Its been 6 to 7months and they are not charging annual fee. My wife was telling me that they are offering for movie tickets and points for flight booking hence have gone for it.
8048,ICICI Bank,Saving Account, gurgaon,"""Need transparency also they should be specific charges""",RAUN ,5.0,Blown,                              ICICI BANK is good and this account was maintained by my wife for more than 15 years. The net banking works pretty cool and the customer service is good but they have too many hidden charges. Even when she escalates to customer care and they do something for time being like doing favor to the customer but nothing happened.
8049,review,Saving Account, gurgaon,"""It can be better""",R  SINGH,4.0,Great,"                              Its been 10 to 11months and I have applied for a savings account with DBS BANK through online. I did not get time to visit t get new debit card with my existing bank when I lost my debit card just tried online to open this account for doing transactions.  I got a debit card and cheque book instantly. Hope, its a zero account. Many of the times when I transact with paytm or any app, that time its very slow and should improve the online transactions."
8050,Citibank,Credit Card, coimbatore,"""Excellent""",JIJO  ,4.0,Great,                              With CITI bank I have applied fora credit card on 2 months before which was processed through an online. It is an annual fee chargeable of 1000 rupees but there is an option for a waiver off. I received a card by 15 days. Limit  is good and EMI option also applicable in this card. I use for travel purpose. 
8051,IndusInd Bank,Credit Card, bangalore,"""Good""",NOOR  ,4.0,Great,                              I was applied for a credit card with INDUSIND bank on 2 months before which was processed through an online. On time I received a call from bank and got a card  within 25 days. It is a life time free credit card and the credit limit is good for 88 thousands and t is sufficient. 
8052,review,Saving Account, gurgaon,"""They are good""", AK ,5.0,Blown,"                              I am satisfied with Standard Chartered Bank and they were also doing good. So far, I did not get any chance to call the customer care. I think, its a minimum balance account of 10K or 20K. The online features are pretty good but they don't have enough ATM's hence am not able to use this bank properly. "
8053,HDFC Bank,Saving Account, gurgaon,"""Doing Good Business""",R S,5.0,Blown,                              HDFC BANK is doing well when I compared with other savings account bankers. Whenever I called the customer service and the response was perfect. I'm banking with them for couple of years. Its a zero balance salary cum savings account. The interest rate is flexible and can negotiate as well.
8054,SBI,Saving Account, gurgaon,"""Should customize their banking norms""",R ,4.0,Great,"                              SBI, they should change their process. I lost my debit card for this they are telling me to visit the home town branch to get debit card and even there is no option for updating my address via online. They should have customer centric options which will be more convenient and other things are good. The interest rate is reasonable."
8055,IndusInd Bank,Credit Card, gurgaon,"""Satisfactory""",RAUNAK  ,5.0,Blown,"                              Indusind Bank provided me a call on the same day then the executive came to my place and picked up the documents. I know about the interest rate and the offers which I availed on Indusind Bank credit card, its different. I believe, there is no annual fee. The credit limit wasn't good and need to increase the limit."
8056,HDFC Bank,Personal Loan, gurgaon,"""Need quicker call""",RA,3.0,Satisfactory,                              The bank called me after 7days which they would called me before I would have processed with HDFC BANK for a personal loan through online itself. Ultimately I went to the HDFC bank directly and got my loan. Once they have called me and the customer service is good. The interest rate is same as other banks.
8057,SBI,Saving Account, nellore,"""Average""", NARAYANA   ,3.0,Satisfactory,                              SBI is also doing good but they need some more improvement and the response has to be immediate. I have been keeping a minimum balance. I am using the account for last 7 years. They have provided me online banking facility to do easy transactions. They have been sending notifications as well.
8058,HDFC Bank,Saving Account, nellore,"""Excellent & Convenient banking""",CHERRY,5.0,Blown,                              I have a savings account with HDFC BANK and they were very good for banking. I am using it for last one year and need to maintain a minimum balance of 10K to 15K. If I fail to maintain average balance and the charges are reasonable. ATM's are fine.
8059,HDFC Bank,Personal Loan, nellore,"""Better""",AUDI ,5.0,Blown,"                              I have applied my personal loan in HDFC BANK for medical expenses. Because the services are good and also the interest rate is fine. But at present, am not employed at any company and due to this reason they have stopped processing the loan. Next month I will apply for a loan once again with this bank."
8060,IndusInd Bank,Credit Card, noida,"""Need to improve customer service""",ANIL ,4.0,Great,"                              I have applied for a credit card with INDUSIND bank on 2 months before which was processed through an online. It is a life time free credit card. The process was okay and took around 2 weeks to get a card with the low limit given from bank. EMI option is applicable. I use for fuel,shopping and recharge purposes. "
8061,SBI,Saving Account, madurai,"""Good """,JEYA ,5.0,Blown,                              The services are good in State Bank of India but it would be appreciable if they could improve little more to get a better service. I have been using salary account for last one year. They are deducting Rs.295 unknowingly without any details which they need to be very clear.
8063,Shriram,Two Wheeler, chennai,"""Average""",C J F,3.0,Satisfactory,                              The premium is affordable only with SHRIRAM GENERAL INSURANCE. They have charged me 1700 rupees for one year policy. I don't have any claims. I got a first party insurance. There is no delay in getting the documents. I have purchased Honda Neo 110CC.
8065,Shriram City,Two Wheeler, chennai,"""Average""",J F,3.0,Satisfactory,"                              I have a two wheeler loan with Shriram Finance and it was suggested by the dealer. They have tied up with Honda Showroom. I am paying the EMI's correctly without bounces. I think, the rate of interest is higher and the loan duration is 30months. I have completed 12months so far."
8066,review,Saving Account, chennai,"""Average""",C J,3.0,Satisfactory,"                              The services are good in Union Bank of India but the other features are not immediate. For issuing the credit card, they are taking atleast 2months. The rate of interest is okay and I don't feel its much. I have been banking for nearly about 9 to 10years."
8068,Kotak,Saving Account, chennai,"""Satisfactory""",JOSEPH FELIX,5.0,Blown,                              I am comfortable with Kotak Mahindra Banking service. Its very easy to do all my transactions. Even I call the customer care and they are providing immediate response at any time which am happy. I got a personal banker name called Shivaranjini and she was very helpful in answering my queries.
8069,Citibank,Credit Card, bangalore,"""Good""",V,5.0,Blown,                              I had applied CITI REWARDS CARD from Citi Bank. I have got sufficient credit limit and there is no annual fee. Citi bank customer service was very good. I have started  using the card but I am not getting offers and reward points so far. I received the card on time.
8071,Bajaj Allianz Life,Life Insurance, bangalore,"""Best insurance""",Manjunath,5.0,Blown,"                              I have bought online Term Insurance - Bajaj Allianz Life eTouch Online Term form Bajaj Allianz Life Insurance. It is a shield against financial distress caused due to critical illness, accidental disability and death which ensures that one's family realizes dreams even in the absence of yours."
8072,IndusInd Bank,Credit Card, hyderabad,"""Good""",P,5.0,Blown,                              I had applied INDUSIND BANK PLATINUM AURA EDGE CREDIT CARD online. Credit limit is low but I am ok with it. I had received the card on time. It is a lifetime free credit card. I have started using the card and there is reward points and cashback offer.
8073,IndusInd Bank,Credit Card, chennai,"""Good Service""",PADMANANABAN  ,4.0,Great,"                              I am using Indusind Bank credit card which was availed through Online .I have got the card on time and the agent gave ll the info rmation about the credit card process very clearly  .The credit limit was suffiicient  and it was  a free card ,while document submission   there was no difficulties  .There are good cash back offers and  reward points .I am using this card for the past 1 month ."
8074,HDFC Bank,Personal Loan, shillong,"""Best  Service""",SATYAVIRSINGH  ,3.0,Satisfactory,"                              I have applied for HDFC Ban kpersonal loan through Online .I have not availed this loan since the rate of interest and the processing fee was very high .I have not submitted any of my documents ,I have got a clear view about this loan process through the agent .There was proper follow up and callback from Bank end ."
8075,SBI Cards,Credit Card, pune,"""Good card for Indian scenario""",  VASHISHTHA,4.0,Great,"                              Its  been more than 3 years since i use the SBI card. I have a variant of simplysave credit card. I have got a credit limit of Rs. 1 lakh and they are increasing the limit on a regular intervals. Their customer care support is not good. Whenever i am contacting the customer care, its taking too much time to connect with them. They are charging Rs. 499 as a annual fee every year."
8076,IndusInd Bank,Credit Card, pune,"""Hassle free approval""",KUNDAN  ,4.0,Great,                              I chose the indusind bank card but it showed me good offers but i have selected the wrong variant.  Whatever the benefits I'm getting is no use for me according to my usage. I got a credit card for movie discounts and airport launch access that facility is not available on this card.
8077,HDFC Bank,Personal Loan, chennai,"""Best  Service""",NARAYANA  ,4.0,Great,                              I have appleid for HDFC Bank personal loan through Online .I have not taken this loan since there was no requirement at that time .I have got all the required information about the loan process.There was no issues with rate of interest and the processing fee .I am satisfied with the service .
8078,HDFC Bank,Saving Account, pune,"""Best  Service""",DALVI,4.0,Great,                              I have HDFC Bank salary account and it is really good to use .Each and every transaction will be monitored and any discrepancy will get message alert as well as email alert.Customer service is also satisfied since getting proper response of contact them.Each transaction will be done on phone pay.
8079,HDFC Bank,Credit Card, pune,"""Good Service""", BHASKAR ,4.0,Great,                              I have HDFC Bank credit card which i am using for the past 4 months .The credit limit was good and this was a free card and this was a paperless approval .There are good reward points as well as cash back offers .I have got all the details about the card process through the agent .This card is really good to use .
